Time [s],Computed Engine Load,Engine RPM,Speed,Air throughput (MAF Sensor),Absolute Engine Load,Relative throttle position,Relative gas pedal position,
2019-10-31 21:04:01.095,15.686274528503418,902.25,0.0,4.409999847412109,17.647058486938477,1.9607843160629272,0.0,
2019-10-31 21:04:07.470,15.686274528503418,902.25,0.0,4.409999847412109,17.647058486938477,1.9607843160629272,0.0,
2019-10-31 21:04:18.196,16.47058868408203,887.75,0.0,3.9700000286102295,16.86274528503418,1.5686274766921997,0.0,
2019-10-31 21:04:24.471,16.47058868408203,887.75,0.0,3.9700000286102295,17.647058486938477,1.9607843160629272,0.0,
2019-10-31 21:04:35.114,19.215686798095703,739.0,0.0,5.059999942779541,17.254901885986328,1.5686274766921997,0.0,
2019-10-31 21:04:41.541,19.215686798095703,739.0,0.0,5.059999942779541,17.647058486938477,1.9607843160629272,0.0,
2019-10-31 21:04:52.147,21.568628311157227,752.0,0.0,4.639999866485596,17.254901885986328,1.5686274766921997,0.0,
2019-10-31 21:04:58.472,21.568628311157227,752.0,0.0,4.639999866485596,15.29411792755127,1.9607843160629272,0.0,
2019-10-31 21:05:09.069,15.686274528503418,741.5,0.0,2.950000047683716,17.254901885986328,1.5686274766921997,0.0,
2019-10-31 21:05:15.468,15.686274528503418,741.5,0.0,2.950000047683716,12.941176414489746,1.5686274766921997,0.0,
2019-10-31 21:05:26.534,20.0,709.25,0.0,2.950000047683716,17.647058486938477,1.5686274766921997,0.0,
2019-10-31 21:05:32.797,20.0,709.25,0.0,2.950000047683716,18.823530197143555,1.9607843160629272,0.0,
2019-10-31 21:05:43.392,20.0,759.5,0.0,3.430000066757202,16.86274528503418,1.9607843160629272,0.0,
2019-10-31 21:05:49.759,20.0,759.5,0.0,3.430000066757202,20.784313201904297,2.3529412746429443,0.0,
2019-10-31 21:05:58.097,27.843137741088867,791.5,0.0,4.070000171661377,17.647058486938477,1.5686274766921997,0.0,
2019-10-31 21:05:58.820,27.843137741088867,791.5,0.0,4.070000171661377,19.60784339904785,2.745098114013672,0.0,
2019-10-31 21:06:00.515,23.52941131591797,939.5,0.0,4.289999961853027,20.0,2.745098114013672,0.0,
2019-10-31 21:06:01.194,23.52941131591797,939.5,0.0,4.289999961853027,20.39215660095215,2.745098114013672,0.0,
2019-10-31 21:06:02.820,23.13725471496582,986.75,0.0,3.200000047683716,20.784313201904297,2.745098114013672,0.0,
2019-10-31 21:06:03.494,23.13725471496582,986.75,0.0,3.200000047683716,16.86274528503418,1.5686274766921997,0.0,
2019-10-31 21:06:05.195,17.647058486938477,783.0,0.0,3.3399999141693115,16.47058868408203,1.5686274766921997,0.0,
2019-10-31 21:06:05.921,17.647058486938477,783.0,0.0,3.3399999141693115,17.254901885986328,1.5686274766921997,0.0,
